LDist,Dist,LorR,Type
47,20,Right,Bag
7,4,Left,Bag
26,7,Right,Bag
36,1,Right,Bag
48,10,Right,Bag
12,3,Left,Bag
36,1,Right,Bag
46,8,Right,Bag
7,5,Left,Bag
26,10,Right,Bag
36,1,Right,Bag
7,2,Left,Bag
24,5,Right,Bag
36,1,Right,Bag
8,4,Left,Bag
25,6,Right,Bag
25,1,Right,Bag
48,10,Right,Bag
8,3,Left,Bag
25,7,Right,Bag
36,1,Right,Bag
47,12,Right,Bag
7,5,Left,Bag
25,7,Right,Bag
35,1,Right,Bag
47,12,Right,Bag
4,7,Left,Bag
7,3,Left,Bag
35,1,Right,Bag
8,3,Left,Bag
25,4,Right,Bag
35,1,Right,Bag
6,3,Left,Bag
25,3,Right,Bag
35,1,Right,Bag
26,5,Right,Bag
36,1,Right,Bag
26,5,Right,Bag
35,1,Right,Bag
6,4,Left,Bag
26,7,Right,Bag
36,1,Right,Bag
48,10,Right,Bag
25,10,Right,Bag
36,1,Right,Bag
47,15,Right,Bag
8,4,Left,Bag
24,5,Right,Bag
35,1,Right,Bag
6,3,Left,Bag
26,5,Right,Bag
35,1,Right,Bag
7,11,Left,Bag
24,12,Right,Bag
35,1,Right,Bag
8,5,Left,Bag
25,6,Right,Bag
36,1,Right,Bag
48,10,Right,Bag
8,3,Left,Bag
36,1,Right,Bag
47,10,Right,Bag
7,5,Left,Bag
11,15,Left,Bag
38,1,Right,Bag
48,15,Right,Bag
35,1,Right,Bag
47,15,Right,Bag
9,3,Left,Bag
35,1,Right,Bag
47,15,Right,Bag
37,1,Right,Bag
47,25,Right,Bag
9,5,Left,Bag
24,4,Right,Bag
39,1,Right,Bag
47,10,Right,Bag
9,2,Left,Bag
33,1,Right,Bag
47,10,Right,Bag
39,1,Right,Bag
45,,Right,Bag
9,3,Left,Bag
9,10,Left,Bag
35,1,Right,Bag
46,5,Right,Bag
9,3,Left,Bag
36,1,Right,Bag
8,3,Left,Bag
35,1,Right,Bag
46,20,Right,Bag
8,8,Left,Bag
10,15,Left,Bag
24,15,Right,Bag
35,1,Right,Bag
48,20,Right,Bag
25,10,Right,Bag
35,2,Right,Bag
24,7,Right,Bag
36,1,Right,Bag
48,7,Right,Bag
8,4,Left,Bag
11,12,Left,Bag
35,1,Right,Bag
48,10,Right,Bag
8,3,Left,Bag
34,1,Right,Bag
45,8,Right,Bag
9,4,Left,Bag
13,10,Left,Bag
39,1,Right,Bag
46,10,Right,Bag
8,6,Left,Bag
24,10,Right,Bag
36,1,Right,Bag
48,15,Right,Bag
9,6,Left,Bag
25,10,Right,Bag
26,14,Right,Bag
36,1,Right,Bag
47,14,Right,Bag
8,3,Left,Bag
10,7,Left,Bag
24,4,Right,Bag
35,1,Right,Bag
8,3,Left,Bag
10,17,Left,Bag
24,6,Right,Bag
35,1,Right,Bag
47,10,Right,Bag
8,3,Left,Bag
10,6,Left,Bag
23,5,Right,Bag
35,1,Right,Bag
8,15,Left,Bag
39,1,Right,Bag
47,40,Right,Bag
8,5,Left,Bag
24,10,Right,Bag
35,1,Right,Bag
9,10,Left,Bag
24,6,Right,Bag
35,1,Right,Bag
47,10,Right,Bag
10,10,Left,Bag
9,3,Left,Bag
35,1,Right,Bag
46,6,Right,Bag
8,4,Left,Bag
24,11,Right,Bag
35,1,Right,Bag
48,15,Right,Bag
9,3,Left,Bag
24,5,Right,Bag
25,6,Right,Bag
35,1,Right,Bag
48,12,Right,Bag
8,4,Left,Bag
14,20,Left,Bag
23,10,Right,Bag
35,1,Right,Bag
46,10,Right,Bag
35,1,Right,Bag
48,10,Right,Bag
9,4,Left,Bag
36,1,Right,Bag
48,18,Right,Bag
9,7,Right,Bag
35,1,Right,Bag
9,3,Left,Bag
23,6,Right,Bag
35,1,Right,Bag
47,10,Right,Bag
8,5,Left,Bag
9,15,Left,Bag
9,4,Left,Bag
25,7,Right,Bag
36,1,Right,Bag
47,12,Right,Bag
23,3,Right,Bag
36,1,Right,Bag
45,15,Right,Bag
7,5,Left,Bag
23,10,Right,Bag
36,1,Right,Bag
48,15,Right,Bag
8,4,Left,Bag
11,8,Left,Bag
24,6,Right,Bag
35,1,Right,Bag
48,10,Right,Bag
8,4,Left,Bag
23,10,Right,Bag
35,1,Right,Bag
48,13,Right,Bag
1,2,Left,Bag
13,8,Left,Bag
35,1,Right,Bag
50,8,Right,Bag
8,3,Left,Bag
8,3,Left,Bag
25,6,Right,Bag
36,1,Right,Bag
9,4,Left,Bag
36,1,Right,Bag
49,14,Right,Bag
8,3,Left,Bag
11,10,Left,Bag
36,1,Right,Bag
46,8,Right,Bag
9,3,Left,Bag
24,5,Right,Bag
36,1,Right,Bag
48,8,Right,Bag
8,5,Left,Bag
24,10,Right,Bag
36,1,Right,Bag
48,12,Right,Bag
36,1,Right,Bag
49,10,Right,Bag
36,1,Right,Bag
48,6,Right,Bag
8,5,Left,Bag
36,1,Right,Bag
49,20,Right,Bag
8,5,Right,Bag
36,1,Right,Bag
47,15,Right,Bag
4,3,Right,Bag
8,3,Left,Bag
24,5,Right,Bag
36,1,Right,Bag
48,7,Right,Bag
8,7,Left,Bag
10,20,Left,Bag
24,9,Right,Bag
36,1,Right,Bag
48,13,Right,Bag
6,2,Left,Bag
12,5,Left,Bag
36,1,Right,Bag
7,4,Left,Bag
9,10,Left,Bag
36,1,Right,Bag
47,15,Right,Bag
8,3,Left,Bag
11,15,Left,Bag
25,10,Right,Bag
36,1,Right,Bag
48,8,Right,Bag
8,15,Left,Bag
35,1,Right,Bag
48,22,Right,Bag
8,3,Left,Bag
10,7,Left,Bag
50,11,Right,Bag
36,1,Right,Cloth
16,6,Right,Cloth
36,1,Right,Cloth
36,1,Right,Cloth
16,2,Right,Cloth
23,3,Left,Cloth
36,1,Right,Cloth
16,8,Right,Cloth
26,3,Right,Cloth
36,1,Right,Cloth
16,1,Right,Cloth
25,2,Left,Cloth
36,1,Right,Cloth
15,6,Right,Cloth
21,8,Left,Cloth
24,2,Left,Cloth
21,10,Left,Cloth
36,1,Right,Cloth
35,1,Right,Cloth
16,14,Right,Cloth
36,2,Right,Cloth
16,2,Left,Cloth
16,7,Right,Cloth
35,1,Right,Cloth
48,6,Right,Cloth
16,10,Right,Cloth
39,1,Right,Cloth
36,1,Right,Cloth
36,1,Right,Cloth
16,8,Right,Cloth
36,1,Right,Cloth
25,3,Left,Cloth
34,2,Right,Cloth
25,2,Left,Cloth
36,1,Right,Cloth
14,8,Left,Cloth
36,1,Right,Cloth
25,3,Left,Cloth
50,5,Right,Cloth
25,10,Left,Cloth
15,8,Right,Cloth
25,3,Left,Cloth
35,1,Right,Cloth
49,8,Right,Cloth
49,5,Right,Cloth
36,1,Right,Cloth
49,9,Right,Cloth
26,2,Left,Cloth
50,4,Right,Cloth
21,5,Left,Cloth
35,1,Right,Cloth
50,3,Right,Cloth
18,8,Left,Cloth
25,2,Left,Cloth
36,1,Right,Cloth
49,3,Right,Cloth
26,2,Left,Cloth
36,1,Right,Cloth
49,4,Right,Cloth
25,5,Left,Cloth
35,1,Right,Cloth
49,7,Right,Cloth
26,3,Left,Cloth
36,1,Right,Cloth
49,4,Right,Cloth
42,1,Right,Cloth
49,2,Right,Cloth
25,3,Left,Cloth
36,1,Right,Cloth
50,7,Right,Cloth
25,2,Left,Cloth
36,1,Right,Cloth
26,3,Right,Cloth
35,1,Right,Cloth
49,4,Right,Cloth
35,1,Right,Cloth
50,10,Right,Cloth
25,2,Left,Cloth
44,3,Right,Cloth
26,2,Left,Cloth
36,1,Right,Cloth
50,4,Right,Cloth
16,7,Right,Cloth
23,10,Left,Cloth
25,2,Left,Cloth
35,1,Right,Cloth
44,7,Right,Cloth
49,10,Right,Cloth
50,5,Right,Cloth
15,6,Right,Cloth
21,7,Left,Cloth
25,2,Left,Cloth
49,4,Right,Cloth
6,3,Left,Cloth
25,3,Left,Cloth
35,1,Right,Cloth
49,5,Right,Cloth
21,14,Left,Cloth
25,3,Left,Cloth
35,1,Right,Cloth
50,5,Right,Cloth
22,16,Left,Cloth
26,3,Left,Cloth
36,1,Right,Cloth
43,8,Right,Cloth
21,20,Left,Cloth
25,5,Left,Cloth
35,1,Right,Cloth
39,25,Right,Cloth
49,7,Right,Cloth
25,2,Left,Cloth
49,5,Right,Cloth
25,2,Left,Cloth
49,4,Right,Cloth
22,12,Left,Cloth
25,3,Left,Cloth
49,5,Right,Cloth
15,4,Right,Cloth
25,2,Left,Cloth
36,1,Right,Cloth
50,3,Right,Cloth
49,4,Right,Cloth
21,12,Left,Cloth
25,2,Left,Cloth
25,2,Left,Cloth
48,5,Right,Cloth
21,11,Left,Cloth
25,2,Left,Cloth
35,1,Right,Cloth
49,7,Right,Cloth
36,1,Right,Cloth
25,2,Left,Cloth
35,1,Right,Cloth
49,3,Right,Cloth
21,5,Left,Cloth
25,2,Left,Cloth
35,1,Right,Cloth
49,2,Right,Cloth
7,3,Left,Cloth
15,5,Right,Cloth
24,2,Left,Cloth
50,3,Right,Cloth
4,3,Left,Cloth
26,3,Left,Cloth
35,1,Right,Cloth
26,3,Left,Cloth
49,4,Right,Cloth
6,6,Left,Cloth
21,20,Left,Cloth
25,2,Left,Cloth
36,1,Right,Cloth
49,5,Right,Cloth
15,6,Right,Cloth
25,2,Left,Cloth
35,1,Right,Cloth
49,4,Right,Cloth
35,1,Right,Cloth
49,3,Right,Cloth
27,7,Left,Cloth
46,12,Right,Cloth
25,3,Left,Cloth
36,1,Right,Cloth
50,3,Right,Cloth
20,7,Left,Cloth
22,7,Right,Cloth
23,3,Left,Cloth
41,9,Left,Cloth
50,5,Right,Cloth
18,10,Right,Cloth
25,12,Right,Cloth
25,2,Left,Cloth
16,10,Right,Cloth
24,10,Right,Cloth
26,2,Left,Cloth
49,4,Right,Cloth
17,7,Right,Cloth
24,8,Right,Cloth
25,2,Left,Cloth
40,12,Left,Cloth
49,4,Right,Cloth
24,10,Left,Cloth
25,2,Left,Cloth
49,15,Right,Cloth
16,4,Right,Cloth
24,4,Left,Cloth
25,1,Left,Cloth
25,4,Left,Cloth
41,9,Left,Cloth
50,5,Right,Cloth
1,1,Right,Cloth
16,5,Right,Cloth
24,5,Left,Cloth
25,1,Left,Cloth
25,4,Right,Cloth
40,10,Left,Cloth
49,3,Right,Cloth
21,2,Right,Cloth
23,3,Left,Cloth
1,1,Right,Cloth
18,3,Right,Cloth
25,1,Left,Cloth
49,2,Right,Cloth
42,3,Left,Cloth
16,5,Left,Cloth
26,2,Left,Cloth
11,20,Left,Cloth
16,7,Right,Cloth
24,10,Right,Cloth
25,2,Left,Cloth
40,12,Left,Cloth
49,5,Right,Cloth
16,10,Right,Cloth
23,13,Left,Cloth
25,1,Left,Cloth
41,20,Left,Cloth
44,1,Left,Cloth
49,5,Right,Cloth
17,6,Right,Cloth
25,2,Left,Cloth
49,3,Right,Cloth
16,6,Right,Cloth
25,2,Left,Cloth
40,9,Left,Cloth
48,4,Right,Cloth
16,7,Right,Cloth
24,6,Left,Cloth
25,2,Left,Cloth
25,10,Right,Cloth
42,7,Left,Cloth
49,2,Right,Cloth
24,2,Left,Cloth
17,8,Right,Cloth
24,5,Right,Cloth
25,11,Left,Cloth
42,9,Left,Cloth
50,3,Right,Cloth
1,1,Right,Cloth
16,10,Right,Cloth
25,2,Left,Cloth
43,15,Left,Cloth
49,8,Right,Cloth
16,9,Right,Cloth
24,7,Left,Cloth
25,3,Left,Cloth
49,8,Right,Cloth
23,4,Left,Cloth
17,7,Right,Cloth
23,9,Left,Cloth
24,2,Left,Cloth
49,5,Right,Cloth
16,5,Right,Cloth
49,3,Right,Cloth
17,24,Right,Cloth
24,25,Right,Cloth
25,4,Left,Cloth
49,10,Right,Cloth
16,8,Right,Cloth
25,2,Left,Cloth
41,12,Left,Cloth
49,4,Right,Cloth
8,3,Left,Cloth
16,6,Right,Cloth
25,2,Left,Cloth
34,10,Right,Cloth
40,10,Left,Cloth
49,3,Right,Cloth
17,5,Right,Cloth
16,4,Right,Cloth
24,4,Right,Cloth
25,2,Left,Cloth
42,4,Left,Cloth
49,3,Right,Cloth
16,9,Right,Cloth
25,2,Left,Cloth
49,7,Right,Cloth
16,5,Right,Cloth
25,1,Left,Cloth
41,6,Left,Cloth
49,4,Right,Cloth
17,8,Right,Cloth
25,2,Left,Cloth
49,4,Right,Cloth
23,8,Right,Cloth
24,11,Right,Cloth
26,3,Left,Cloth
49,5,Right,Cloth
22,9,Left,Cloth
49,8,Right,Cloth
23,3,Left,Cloth
48,15,Right,Cloth
16,5,Right,Cloth
41,10,Left,Cloth
49,3,Right,Cloth
25,1,Left,Cloth
16,8,Right,Cloth
23,6,Left,Cloth
25,1,Left,Cloth
41,9,Left,Cloth
49,3,Right,Cloth
24,3,Left,Cloth
25,1,Left,Cloth
17,10,Right,Cloth
27,2,Left,Cloth
17,6,Right,Cloth
25,3,Left,Cloth
24,6,Left,Cloth
49,5,Right,Cloth
17,10,Right,Cloth
25,2,Left,Cloth
49,4,Right,Cloth
23,4,Right,Cloth
26,1,Left,Cloth
50,2,Right,Cloth
15,6,Right,Cloth
22,5,Left,Cloth
24,6,Right,Cloth
25,2,Left,Cloth
36,1,Right,Cloth
45,4,Right,Cloth
49,3,Right,Cloth
17,6,Right,Cloth
25,2,Left,Cloth
49,3,Right,Cloth
17,10,Right,Cloth
25,8,Right,Cloth
26,2,Left,Cloth
49,5,Right,Cloth
16,5,Right,Cloth
24,5,Left,Cloth
24,5,Right,Cloth
25,4,Left,Cloth
41,7,Left,Cloth
48,4,Right,Cloth
17,7,Right,Cloth
40,7,Left,Cloth
9,15,Left,Cloth
16,8,Right,Cloth
24,7,Left,Cloth
25,2,Left,Cloth
49,4,Right,Cloth
24,6,Right,Cloth
24,1,Left,Cloth
50,4,Right,Cloth
9,2,Left,Cloth
16,5,Right,Cloth
24,5,Right,Cloth
25,2,Left,Cloth
49,3,Right,Cloth
17,8,Right,Cloth
24,3,Left,Cloth
24,9,Right,Cloth
14,7,Right,Cloth
14,8,Left,Cloth
49,6,Right,Cloth
17,1,Right,Cloth
42,3,Left,Cloth
23,2,Left,Cloth
49,3,Right,Cloth
17,8,Right,Cloth
24,9,Left,Cloth
26,2,Left,Cloth
42,12,Left,Cloth
49,3,Right,Cloth
24,4,Right,Cloth
25,1,Left,Cloth
43,4,Left,Cloth
16,8,Right,Cloth
23,12,Right,Cloth
26,1,Left,Cloth
49,4,Right,Cloth
1,1,Right,Cloth
17,10,Right,Cloth
24,8,Left,Cloth
25,4,Left,Cloth
41,12,Left,Cloth
49,5,Right,Cloth
1,1,Right,Cloth
23,12,Right,Cloth
18,7,Right,Cloth
24,6,Left,Cloth
25,3,Left,Cloth
25,6,Right,Cloth
36,1,Right,Cloth
40,10,Left,Cloth
45,1,Left,Cloth
50,5,Right,Cloth
41,2,Right,Eyeglasses
41,6,Right,Eyeglasses
40,4,Right,Eyeglasses
40,2,Right,Eyeglasses
38,2,Right,Eyeglasses
41,2,Right,Eyeglasses
37,4,Right,Eyeglasses
41,2,Right,Eyeglasses
17,7,Right,Eyeglasses
14,2,Right,Eyeglasses
16,5,Right,Eyeglasses
14,1,Right,Eyeglasses
17,5,Right,Eyeglasses
17,5,Right,Eyeglasses
16,3,Right,Eyeglasses
17,5,Right,Eyeglasses
16,7,Right,Eyeglasses
42,3,Left,Eyeglasses
17,10,Right,Eyeglasses
47,15,Right,Eyeglasses
47,1,Right,Eyeglasses
17,6,Right,Eyeglasses
17,4,Right,Eyeglasses
13,2,Right,Eyeglasses
42,5,Right,Eyeglasses
40,3,Right,Eyeglasses
41,2,Right,Eyeglasses
41,3,Right,Eyeglasses
48,1,Left,Eyeglasses
41,2,Right,Eyeglasses
41,3,Right,Eyeglasses
41,2,Right,Eyeglasses
41,2,Right,Eyeglasses
41,1,Right,Eyeglasses
41,2,Right,Eyeglasses
41,3,Right,Eyeglasses
41,3,Right,Eyeglasses
41,1,Right,Eyeglasses
41,2,Right,Eyeglasses
41,1,Right,Eyeglasses
41,2,Right,Eyeglasses
49,1,Left,Eyeglasses
12,1,Left,Eyeglasses
41,1,Right,Eyeglasses
34,1,Right,Eyeglasses
41,2,Right,Eyeglasses
20,3,Right,Eyeglasses
34,13,Right,Eyeglasses
41,1,Right,Eyeglasses
42,1,Right,Eyeglasses
35,8,Left,Eyeglasses
41,2,Right,Eyeglasses
41,2,Right,Eyeglasses
41,2,Right,Eyeglasses
12,1,Left,Shoe
14,5,Left,Shoe
44,3,Left,Shoe
12,3,Left,Shoe
11,1,Left,Shoe
12,1,Right,Shoe
36,1,Right,Shoe
12,2,Left,Shoe
16,10,Left,Shoe
11,1,Left,Shoe
11,1,Left,Shoe
17,5,Left,Shoe
26,2,Right,Shoe
8,2,Left,Shoe
16,5,Left,Shoe
16,8,Right,Shoe
26,3,Right,Shoe
11,2,Left,Shoe
11,2,Left,Shoe
13,1,Left,Shoe
12,1,Left,Shoe
12,1,Left,Shoe
10,2,Left,Shoe
36,1,Right,Shoe
12,1,Left,Shoe
12,0.5,Right,Shoe
19,8,Left,Shoe
27,3,Right,Shoe
27,5,Right,Shoe
29,11,Right,Shoe
37,6,Left,Shoe
10,1,Right,Shoe
30,10,Left,Shoe
12,1,Right,Shoe
19,10,Left,Shoe
27,3,Right,Shoe
27,6,Right,Shoe
12,1,Right,Shoe
26,3,Right,Shoe
27,5,Right,Shoe
12,1,Right,Shoe
20,12,Left,Shoe
26,7,Right,Shoe
27,2,Right,Shoe
20,6,Left,Shoe
27,2,Right,Shoe
27,4,Right,Shoe
12,1,Right,Shoe
19,4,Left,Shoe
27,2,Right,Shoe
36,4,Left,Shoe
12,1,Right,Shoe
19,6,Left,Shoe
27,1,Right,Shoe
27,3,Right,Shoe
12,1,Right,Shoe
22,4,Left,Shoe
26,2,Right,Shoe
28,12,Right,Shoe
38,9,Left,Shoe
12,1,Right,Shoe
20,10,Left,Shoe
26,5,Right,Shoe
26,6,Right,Shoe
28,20,Right,Shoe
37,10,Left,Shoe
12,1,Right,Shoe
21,5,Left,Shoe
26,2,Right,Shoe
26,3,Right,Shoe
12,1,Right,Shoe
20,10,Left,Shoe
26,3,Right,Shoe
26,2,Right,Shoe
38,5,Left,Shoe
12,1,Right,Shoe
26,5,Right,Shoe
26,3,Right,Shoe
38,10,Left,Shoe
12,1,Right,Shoe
20,5,Left,Shoe
37,5,Left,Shoe
12,1,Right,Shoe
19,10,Left,Shoe
27,5,Right,Shoe
27,7,Right,Shoe
37,20,Left,Shoe
12,12,Right,Shoe
26,3,Right,Shoe
38,25,Left,Shoe
12,0,Right,Shoe
18,4,Left,Shoe
25,1,Right,Shoe
26,2,Right,Shoe
38,4,Left,Shoe
12,1,Right,Shoe
19,6,Left,Shoe
27,2,Right,Shoe
27,4,Right,Shoe
39,7,Left,Shoe
12,1,Right,Shoe
21,8,Left,Shoe
24,7,Left,Shoe
27,2,Right,Shoe
27,4,Right,Shoe
29,12,Right,Shoe
38,9,Left,Shoe
12,1,Right,Shoe
20,5,Left,Shoe
27,2,Right,Shoe
27,3,Right,Shoe
29,8,Right,Shoe
38,5,Left,Shoe
12,1,Right,Shoe
20,7,Left,Shoe
27,2,Right,Shoe
27,3,Right,Shoe
12,1,Right,Shoe
20,12,Left,Shoe
26,2,Right,Shoe
26,3,Right,Shoe
28,20,Right,Shoe
37,7,Left,Shoe
12,1,Right,Shoe
20,13,Left,Shoe
24,13,Left,Shoe
26,7,Right,Shoe
26,3,Right,Shoe
39,10,Right,Shoe
49,7,Right,Shoe
12,1,Right,Shoe
19,15,Left,Shoe
26,5,Right,Shoe
26,7,Right,Shoe
28,20,Right,Shoe
35,15,Left,Shoe
12,1,Right,Shoe
20,9,Left,Shoe
26,6,Right,Shoe
26,2,Right,Shoe
38,8,Right,Shoe
7,1,Left,Shoe
20,5,Left,Shoe
26,3,Right,Shoe
26,2,Right,Shoe
38,7,Left,Shoe
12,1,Right,Shoe
20,9,Left,Shoe
27,3,Right,Shoe
29,15,Right,Shoe
12,1,Right,Shoe
20,5,Left,Shoe
27,1,Right,Shoe
27,2,Right,Shoe
38,5,Left,Shoe
12,1,Right,Shoe
20,7,Left,Shoe
27,2,Right,Shoe
37,5,Left,Shoe
12,1,Right,Shoe
20,8,Left,Shoe
26,2,Right,Shoe
26,3,Right,Shoe
28,17,Right,Shoe
12,1,Right,Shoe
20,8,Left,Shoe
26,2,Right,Shoe
26,4,Right,Shoe
12,2,Right,Shoe
12,1,Right,Shoe
12,1,Right,Shoe
20,4,Left,Shoe
26,2,Right,Shoe
26,3,Right,Shoe
37,4,Left,Shoe
12,1,Right,Shoe
19,2,Left,Shoe
24,4,Left,Shoe
26,1,Right,Shoe
26,2,Right,Shoe
38,3,Left,Shoe
20,5,Left,Shoe
26,2,Right,Shoe
12,1,Right,Shoe
21,4,Left,Shoe
27,3,Right,Shoe
27,4,Right,Shoe
12,1,Right,Shoe
20,8,Left,Shoe
27,2,Right,Shoe
27,4,Right,Shoe
38,6,Left,Shoe
12,1,Right,Shoe
19,10,Left,Shoe
26,2,Right,Shoe
26,2,Right,Shoe
12,1,Right,Shoe
20,6,Left,Shoe
23,6,Left,Shoe
26,2,Right,Shoe
38,6,Left,Shoe
12,1,Right,Shoe
19,5,Left,Shoe
27,2,Right,Shoe
27,3,Right,Shoe
12,1,Right,Shoe
17,14,Left,Shoe
21,14,Left,Shoe
27,4,Right,Shoe
12,1,Right,Shoe
20,8,Left,Shoe
26,4,Right,Shoe
26,3,Right,Shoe
39,7,Left,Shoe
10,2,Left,Shoe
15,6,Left,Shoe
24,10,Right,Shoe
26,3,Right,Shoe
27,5,Right,Shoe
29,9,Left,Shoe
12,1,Left,Shoe
17,7,Left,Shoe
23,10,Left,Shoe
27,2,Right,Shoe
27,15,Right,Shoe
39,15,Left,Shoe
12,1,Left,Shoe
24,15,Right,Shoe
24,10,Left,Shoe
27,3,Right,Shoe
42,10,Left,Shoe
12,1,Left,Shoe
16,6,Left,Shoe
22,7,Left,Shoe
12,8,Left,Shoe
23,12,Left,Shoe
27,2,Right,Shoe
41,20,Left,Shoe
12,1,Left,Shoe
16,4,Left,Shoe
23,5,Left,Shoe
27,1,Right,Shoe
25,10,Right,Shoe
39,10,Left,Shoe
41,8,Left,Shoe
12,1,Left,Shoe
16,4,Left,Shoe
22,5,Left,Shoe
25,2,Right,Shoe
26,8,Right,Shoe
27,1,Right,Shoe
9,2,Left,Shoe
10,1,Left,Shoe
26,1,Right,Shoe
12,1,Left,Shoe
16,4,Left,Shoe
23,4,Left,Shoe
25,2,Right,Shoe
25,4,Right,Shoe
27,1,Right,Shoe
12,1,Left,Shoe
26,2,Right,Shoe
12,1,Left,Shoe
16,5,Left,Shoe
23,5,Left,Shoe
25,5,Right,Shoe
25,20,Right,Shoe
27,2,Right,Shoe
12,1,Left,Shoe
16,10,Left,Shoe
23,15,Left,Shoe
25,2,Right,Shoe
26,20,Right,Shoe
27,1,Right,Shoe
38,20,Left,Shoe
12,2,Left,Shoe
17,6,Left,Shoe
23,8,Left,Shoe
27,2,Right,Shoe
27,15,Right,Shoe
12,1,Left,Shoe
16,5,Left,Shoe
23,6,Left,Shoe
24,11,Right,Shoe
39,8,Left,Shoe
12,1,Left,Shoe
16,5,Left,Shoe
20,10,Left,Shoe
22,10,Left,Shoe
28,2,Right,Shoe
28,15,Right,Shoe
38,10,Left,Shoe
12,1,Left,Shoe
16,5,Left,Shoe
26,2,Right,Shoe
27,7,Right,Shoe
12,1,Left,Shoe
16,8,Left,Shoe
21,7,Left,Shoe
23,6,Left,Shoe
24,6,Left,Shoe
26,10,Right,Shoe
30,1,Right,Shoe
12,2,Left,Shoe
16,8,Left,Shoe
24,10,Left,Shoe
27,3,Right,Shoe
46,1,Left,Shoe
12,2,Left,Shoe
16,8,Left,Shoe
23,8,Left,Shoe
40,11,Left,Shoe
11,1,Left,Shoe
16,4,Left,Shoe
23,5,Left,Shoe
26,7,Right,Shoe
26,3,Right,Shoe
27,3,Right,Shoe
40,8,Left,Shoe
12,1,Left,Shoe
16,5,Left,Shoe
19,10,Left,Shoe
22,10,Left,Shoe
27,1,Right,Shoe
26,10,Right,Shoe
12,2,Left,Shoe
16,3,Left,Shoe
23,4,Left,Shoe
23,3,Right,Shoe
23,6,Right,Shoe
27,2,Right,Shoe
12,2,Left,Shoe
16,20,Left,Shoe
22,32,Left,Shoe
27,5,Right,Shoe
12,1,Left,Shoe
16,7,Left,Shoe
22,10,Left,Shoe
27,2,Right,Shoe
12,1,Left,Shoe
16,5,Left,Shoe
23,6,Left,Shoe
27,2,Right,Shoe
27,10,Right,Shoe
