LDist,Dist,LorR,Type
9,3,Left,Backpack
24,5,Right,Backpack
36,1,Right,Backpack
48,8,Right,Backpack
8,5,Left,Backpack
24,10,Right,Backpack
36,1,Right,Backpack
48,12,Right,Backpack
36,1,Right,Backpack
49,10,Right,Backpack
36,1,Right,Backpack
48,6,Right,Backpack
8,5,Left,Backpack
36,1,Right,Backpack
49,20,Right,Backpack
8,5,Right,Backpack
36,1,Right,Backpack
47,15,Right,Backpack
4,3,Right,Backpack
8,3,Left,Backpack
24,5,Right,Backpack
36,1,Right,Backpack
48,7,Right,Backpack
8,7,Left,Backpack
10,20,Left,Backpack
24,9,Right,Backpack
36,1,Right,Backpack
48,13,Right,Backpack
6,2,Left,Backpack
12,5,Left,Backpack
36,1,Right,Backpack
7,4,Left,Backpack
9,10,Left,Backpack
36,1,Right,Backpack
47,15,Right,Backpack
8,3,Left,Backpack
11,15,Left,Backpack
25,10,Right,Backpack
36,1,Right,Backpack
48,8,Right,Backpack
8,15,Left,Backpack
35,1,Right,Backpack
48,22,Right,Backpack
8,3,Left,Backpack
10,7,Left,Backpack
50,11,Right,Backpack
36,1,Right,Fabric
16,6,Right,Fabric
36,1,Right,Fabric
36,1,Right,Fabric
16,2,Right,Fabric
23,3,Left,Fabric
36,1,Right,Fabric
16,8,Right,Fabric
26,3,Right,Fabric
36,1,Right,Fabric
16,1,Right,Fabric
25,2,Left,Fabric
36,1,Right,Fabric
15,6,Right,Fabric
21,8,Left,Fabric
24,2,Left,Fabric
21,10,Left,Fabric
36,1,Right,Fabric
35,1,Right,Fabric
16,14,Right,Fabric
36,2,Right,Fabric
16,2,Left,Fabric
16,7,Right,Fabric
35,1,Right,Fabric
48,6,Right,Fabric
16,10,Right,Fabric
39,1,Right,Fabric
36,1,Right,Fabric
36,1,Right,Fabric
16,8,Right,Fabric
36,1,Right,Fabric
25,3,Left,Fabric
34,2,Right,Fabric
25,2,Left,Fabric
36,1,Right,Fabric
14,8,Left,Fabric
36,1,Right,Fabric
25,3,Left,Fabric
50,5,Right,Fabric
25,10,Left,Fabric
15,8,Right,Fabric
25,3,Left,Fabric
35,1,Right,Fabric
49,8,Right,Fabric
49,5,Right,Fabric
36,1,Right,Fabric
49,9,Right,Fabric
26,2,Left,Fabric
50,4,Right,Fabric
21,5,Left,Fabric
35,1,Right,Fabric
50,3,Right,Fabric
18,8,Left,Fabric
25,2,Left,Fabric
36,1,Right,Fabric
49,3,Right,Fabric
26,2,Left,Fabric
36,1,Right,Fabric
49,4,Right,Fabric
25,5,Left,Fabric
35,1,Right,Fabric
49,7,Right,Fabric
26,3,Left,Fabric
36,1,Right,Fabric
49,4,Right,Fabric
42,1,Right,Fabric
49,2,Right,Fabric
25,3,Left,Fabric
36,1,Right,Fabric
50,7,Right,Fabric
25,2,Left,Fabric
36,1,Right,Fabric
26,3,Right,Fabric
35,1,Right,Fabric
49,4,Right,Fabric
35,1,Right,Fabric
50,10,Right,Fabric
25,2,Left,Fabric
44,3,Right,Fabric
26,2,Left,Fabric
36,1,Right,Fabric
50,4,Right,Fabric
16,7,Right,Fabric
23,10,Left,Fabric
25,2,Left,Fabric
35,1,Right,Fabric
44,7,Right,Fabric
49,10,Right,Fabric
50,5,Right,Fabric
15,6,Right,Fabric
21,7,Left,Fabric
25,2,Left,Fabric
49,4,Right,Fabric
6,3,Left,Fabric
25,3,Left,Fabric
35,1,Right,Fabric
49,5,Right,Fabric
21,14,Left,Fabric
25,3,Left,Fabric
35,1,Right,Fabric
50,5,Right,Fabric
22,16,Left,Fabric
26,3,Left,Fabric
36,1,Right,Fabric
43,8,Right,Fabric
21,20,Left,Fabric
25,5,Left,Fabric
35,1,Right,Fabric
39,25,Right,Fabric
49,7,Right,Fabric
25,2,Left,Fabric
49,5,Right,Fabric
25,2,Left,Fabric
49,4,Right,Fabric
22,12,Left,Fabric
25,3,Left,Fabric
49,5,Right,Fabric
15,4,Right,Fabric
25,2,Left,Fabric
36,1,Right,Fabric
50,3,Right,Fabric
49,4,Right,Fabric
21,12,Left,Fabric
25,2,Left,Fabric
25,2,Left,Fabric
48,5,Right,Fabric
21,11,Left,Fabric
25,2,Left,Fabric
35,1,Right,Fabric
49,7,Right,Fabric
36,1,Right,Fabric
25,2,Left,Fabric
35,1,Right,Fabric
49,3,Right,Fabric
21,5,Left,Fabric
25,2,Left,Fabric
35,1,Right,Fabric
49,2,Right,Fabric
7,3,Left,Fabric
15,5,Right,Fabric
24,2,Left,Fabric
50,3,Right,Fabric
4,3,Left,Fabric
26,3,Left,Fabric
35,1,Right,Fabric
26,3,Left,Fabric
49,4,Right,Fabric
6,6,Left,Fabric
21,20,Left,Fabric
25,2,Left,Fabric
36,1,Right,Fabric
49,5,Right,Fabric
15,6,Right,Fabric
25,2,Left,Fabric
35,1,Right,Fabric
49,4,Right,Fabric
35,1,Right,Fabric
49,3,Right,Fabric
27,7,Left,Fabric
46,12,Right,Fabric
25,3,Left,Fabric
36,1,Right,Fabric
50,3,Right,Fabric
20,7,Left,Fabric
22,7,Right,Fabric
23,3,Left,Fabric
41,9,Left,Fabric
50,5,Right,Fabric
18,10,Right,Fabric
25,12,Right,Fabric
25,2,Left,Fabric
16,10,Right,Fabric
24,10,Right,Fabric
26,2,Left,Fabric
49,4,Right,Fabric
17,7,Right,Fabric
24,8,Right,Fabric
25,2,Left,Fabric
40,12,Left,Fabric
49,4,Right,Fabric
24,10,Left,Fabric
25,2,Left,Fabric
49,15,Right,Fabric
16,4,Right,Fabric
24,4,Left,Fabric
25,1,Left,Fabric
25,4,Left,Fabric
41,9,Left,Fabric
50,5,Right,Fabric
1,1,Right,Fabric
16,5,Right,Fabric
24,5,Left,Fabric
25,1,Left,Fabric
25,4,Right,Fabric
40,10,Left,Fabric
49,3,Right,Fabric
21,2,Right,Fabric
23,3,Left,Fabric
1,1,Right,Fabric
18,3,Right,Fabric
25,1,Left,Fabric
49,2,Right,Fabric
42,3,Left,Fabric
16,5,Left,Fabric
26,2,Left,Fabric
11,20,Left,Fabric
16,7,Right,Fabric
24,10,Right,Fabric
25,2,Left,Fabric
40,12,Left,Fabric
49,5,Right,Fabric
16,10,Right,Fabric
23,13,Left,Fabric
25,1,Left,Fabric
41,20,Left,Fabric
44,1,Left,Fabric
49,5,Right,Fabric
17,6,Right,Fabric
25,2,Left,Fabric
49,3,Right,Fabric
16,6,Right,Fabric
25,2,Left,Fabric
40,9,Left,Fabric
48,4,Right,Fabric
16,7,Right,Fabric
24,6,Left,Fabric
25,2,Left,Fabric
25,10,Right,Fabric
42,7,Left,Fabric
49,2,Right,Fabric
24,2,Left,Fabric
17,8,Right,Fabric
24,5,Right,Fabric
25,11,Left,Fabric
42,9,Left,Fabric
50,3,Right,Fabric
1,1,Right,Fabric
16,10,Right,Fabric
25,2,Left,Fabric
43,15,Left,Fabric
49,8,Right,Fabric
16,9,Right,Fabric
24,7,Left,Fabric
25,3,Left,Fabric
49,8,Right,Fabric
23,4,Left,Fabric
17,7,Right,Fabric
23,9,Left,Fabric
24,2,Left,Fabric
49,5,Right,Fabric
16,5,Right,Fabric
49,3,Right,Fabric
17,24,Right,Fabric
24,25,Right,Fabric
25,4,Left,Fabric
49,10,Right,Fabric
16,8,Right,Fabric
25,2,Left,Fabric
41,12,Left,Fabric
49,4,Right,Fabric
8,3,Left,Fabric
16,6,Right,Fabric
25,2,Left,Fabric
34,10,Right,Fabric
40,10,Left,Fabric
49,3,Right,Fabric
17,5,Right,Fabric
16,4,Right,Fabric
24,4,Right,Fabric
25,2,Left,Fabric
42,4,Left,Fabric
49,3,Right,Fabric
16,9,Right,Fabric
25,2,Left,Fabric
49,7,Right,Fabric
16,5,Right,Fabric
25,1,Left,Fabric
41,6,Left,Fabric
49,4,Right,Fabric
17,8,Right,Fabric
25,2,Left,Fabric
49,4,Right,Fabric
23,8,Right,Fabric
24,11,Right,Fabric
26,3,Left,Fabric
49,5,Right,Fabric
22,9,Left,Fabric
49,8,Right,Fabric
23,3,Left,Fabric
48,15,Right,Fabric
16,5,Right,Fabric
41,10,Left,Fabric
49,3,Right,Fabric
25,1,Left,Fabric
16,8,Right,Fabric
23,6,Left,Fabric
25,1,Left,Fabric
41,9,Left,Fabric
49,3,Right,Fabric
24,3,Left,Fabric
25,1,Left,Fabric
17,10,Right,Fabric
27,2,Left,Fabric
17,6,Right,Fabric
25,3,Left,Fabric
24,6,Left,Fabric
49,5,Right,Fabric
17,10,Right,Fabric
25,2,Left,Fabric
49,4,Right,Fabric
23,4,Right,Fabric
26,1,Left,Fabric
50,2,Right,Fabric
15,6,Right,Fabric
22,5,Left,Fabric
24,6,Right,Fabric
25,2,Left,Fabric
36,1,Right,Fabric
45,4,Right,Fabric
49,3,Right,Fabric
17,6,Right,Fabric
25,2,Left,Fabric
49,3,Right,Fabric
17,10,Right,Fabric
25,8,Right,Fabric
26,2,Left,Fabric
49,5,Right,Fabric
16,5,Right,Fabric
24,5,Left,Fabric
24,5,Right,Fabric
25,4,Left,Fabric
41,7,Left,Fabric
48,4,Right,Fabric
17,7,Right,Fabric
40,7,Left,Fabric
9,15,Left,Fabric
16,8,Right,Fabric
24,7,Left,Fabric
25,2,Left,Fabric
49,4,Right,Fabric
24,6,Right,Fabric
24,1,Left,Fabric
50,4,Right,Fabric
9,2,Left,Fabric
16,5,Right,Fabric
24,5,Right,Fabric
25,2,Left,Fabric
49,3,Right,Fabric
17,8,Right,Fabric
24,3,Left,Fabric
24,9,Right,Fabric
14,7,Right,Fabric
14,8,Left,Fabric
49,6,Right,Fabric
17,1,Right,Fabric
42,3,Left,Fabric
23,2,Left,Fabric
49,3,Right,Fabric
17,8,Right,Fabric
24,9,Left,Fabric
26,2,Left,Fabric
42,12,Left,Fabric
49,3,Right,Fabric
24,4,Right,Fabric
25,1,Left,Fabric
43,4,Left,Fabric
16,8,Right,Fabric
23,12,Right,Fabric
26,1,Left,Fabric
49,4,Right,Fabric
1,1,Right,Fabric
17,10,Right,Fabric
24,8,Left,Fabric
25,4,Left,Fabric
41,12,Left,Fabric
49,5,Right,Fabric
1,1,Right,Fabric
23,12,Right,Fabric
18,7,Right,Fabric
24,6,Left,Fabric
25,3,Left,Fabric
25,6,Right,Fabric
36,1,Right,Fabric
40,10,Left,Fabric
45,1,Left,Fabric
50,5,Right,Fabric
41,2,Right,Glasses
41,6,Right,Glasses
40,4,Right,Glasses
40,2,Right,Glasses
38,2,Right,Glasses
41,2,Right,Glasses
37,4,Right,Glasses
41,2,Right,Glasses
17,7,Right,Glasses
14,2,Right,Glasses
16,5,Right,Glasses
14,1,Right,Glasses
17,5,Right,Glasses
17,5,Right,Glasses
16,3,Right,Glasses
17,5,Right,Glasses
16,7,Right,Glasses
42,3,Left,Glasses
17,10,Right,Glasses
47,15,Right,Glasses
47,1,Right,Glasses
17,6,Right,Glasses
17,4,Right,Glasses
13,2,Right,Glasses
42,5,Right,Glasses
40,3,Right,Glasses
41,2,Right,Glasses
41,3,Right,Glasses
48,1,Left,Glasses
41,2,Right,Glasses
41,3,Right,Glasses
41,2,Right,Glasses
41,2,Right,Glasses
41,1,Right,Glasses
41,2,Right,Glasses
41,3,Right,Glasses
41,3,Right,Glasses
41,1,Right,Glasses
41,2,Right,Glasses
41,1,Right,Glasses
41,2,Right,Glasses
49,1,Left,Glasses
12,1,Left,Glasses
41,1,Right,Glasses
34,1,Right,Glasses
41,2,Right,Glasses
20,3,Right,Glasses
34,13,Right,Glasses
41,1,Right,Glasses
42,1,Right,Glasses
35,8,Left,Glasses
41,2,Right,Glasses
41,2,Right,Glasses
41,2,Right,Glasses
12,1,Left,Shoe
14,5,Left,Shoe
44,3,Left,Shoe
12,3,Left,Shoe
11,1,Left,Shoe
12,1,Right,Shoe
36,1,Right,Shoe
12,2,Left,Shoe
16,10,Left,Shoe
11,1,Left,Shoe
11,1,Left,Shoe
17,5,Left,Shoe
26,2,Right,Shoe
8,2,Left,Shoe
16,5,Left,Shoe
16,8,Right,Shoe
26,3,Right,Shoe
11,2,Left,Shoe
11,2,Left,Shoe
13,1,Left,Shoe
12,1,Left,Shoe
12,1,Left,Shoe
10,2,Left,Shoe
36,1,Right,Shoe
12,1,Left,Shoe
12,0.5,Right,Shoe
19,8,Left,Shoe
27,3,Right,Shoe
27,5,Right,Shoe
29,11,Right,Shoe
37,6,Left,Shoe
10,1,Right,Shoe
30,10,Left,Shoe
12,1,Right,Shoe
19,10,Left,Shoe
27,3,Right,Shoe
27,6,Right,Shoe
12,1,Right,Shoe
26,3,Right,Shoe
27,5,Right,Shoe
12,1,Right,Shoe
20,12,Left,Shoe
26,7,Right,Shoe
27,2,Right,Shoe
20,6,Left,Shoe
27,2,Right,Shoe
27,4,Right,Shoe
12,1,Right,Shoe
19,4,Left,Shoe
27,2,Right,Shoe
36,4,Left,Shoe
12,1,Right,Shoe
19,6,Left,Shoe
27,1,Right,Shoe
27,3,Right,Shoe
12,1,Right,Shoe
22,4,Left,Shoe
26,2,Right,Shoe
28,12,Right,Shoe
38,9,Left,Shoe
12,1,Right,Shoe
20,10,Left,Shoe
26,5,Right,Shoe
26,6,Right,Shoe
28,20,Right,Shoe
37,10,Left,Shoe
12,1,Right,Shoe
21,5,Left,Shoe
26,2,Right,Shoe
26,3,Right,Shoe
12,1,Right,Shoe
20,10,Left,Shoe
26,3,Right,Shoe
26,2,Right,Shoe
38,5,Left,Shoe
12,1,Right,Shoe
26,5,Right,Shoe
26,3,Right,Shoe
38,10,Left,Shoe
12,1,Right,Shoe
20,5,Left,Shoe
37,5,Left,Shoe
12,1,Right,Shoe
19,10,Left,Shoe
27,5,Right,Shoe
27,7,Right,Shoe
37,20,Left,Shoe
12,12,Right,Shoe
26,3,Right,Shoe
38,25,Left,Shoe
12,0,Right,Shoe
18,4,Left,Shoe
25,1,Right,Shoe
26,2,Right,Shoe
38,4,Left,Shoe
12,1,Right,Shoe
19,6,Left,Shoe
27,2,Right,Shoe
27,4,Right,Shoe
39,7,Left,Shoe
12,1,Right,Shoe
21,8,Left,Shoe
24,7,Left,Shoe
27,2,Right,Shoe
27,4,Right,Shoe
29,12,Right,Shoe
38,9,Left,Shoe
12,1,Right,Shoe
20,5,Left,Shoe
27,2,Right,Shoe
27,3,Right,Shoe
29,8,Right,Shoe
38,5,Left,Shoe
12,1,Right,Shoe
20,7,Left,Shoe
27,2,Right,Shoe
27,3,Right,Shoe
12,1,Right,Shoe
20,12,Left,Shoe
26,2,Right,Shoe
26,3,Right,Shoe
28,20,Right,Shoe
37,7,Left,Shoe
12,1,Right,Shoe
20,13,Left,Shoe
24,13,Left,Shoe
26,7,Right,Shoe
26,3,Right,Shoe
39,10,Right,Shoe
49,7,Right,Shoe
12,1,Right,Shoe
19,15,Left,Shoe
26,5,Right,Shoe
26,7,Right,Shoe
28,20,Right,Shoe
35,15,Left,Shoe
12,1,Right,Shoe
20,9,Left,Shoe
26,6,Right,Shoe
26,2,Right,Shoe
38,8,Right,Shoe
7,1,Left,Shoe
20,5,Left,Shoe
26,3,Right,Shoe
26,2,Right,Shoe
38,7,Left,Shoe
12,1,Right,Shoe
20,9,Left,Shoe
27,3,Right,Shoe
29,15,Right,Shoe
12,1,Right,Shoe
20,5,Left,Shoe
27,1,Right,Shoe
27,2,Right,Shoe
38,5,Left,Shoe
12,1,Right,Shoe
20,7,Left,Shoe
27,2,Right,Shoe
37,5,Left,Shoe
12,1,Right,Shoe
20,8,Left,Shoe
26,2,Right,Shoe
26,3,Right,Shoe
28,17,Right,Shoe
12,1,Right,Shoe
20,8,Left,Shoe
26,2,Right,Shoe
26,4,Right,Shoe
12,2,Right,Shoe
12,1,Right,Shoe
12,1,Right,Shoe
20,4,Left,Shoe
26,2,Right,Shoe
26,3,Right,Shoe
37,4,Left,Shoe
12,1,Right,Shoe
19,2,Left,Shoe
24,4,Left,Shoe
26,1,Right,Shoe
26,2,Right,Shoe
38,3,Left,Shoe
20,5,Left,Shoe
26,2,Right,Shoe
12,1,Right,Shoe
21,4,Left,Shoe
27,3,Right,Shoe
27,4,Right,Shoe
12,1,Right,Shoe
20,8,Left,Shoe
27,2,Right,Shoe
27,4,Right,Shoe
38,6,Left,Shoe
12,1,Right,Shoe
19,10,Left,Shoe
26,2,Right,Shoe
26,2,Right,Shoe
12,1,Right,Shoe
20,6,Left,Shoe
23,6,Left,Shoe
26,2,Right,Shoe
38,6,Left,Shoe
12,1,Right,Shoe
19,5,Left,Shoe
27,2,Right,Shoe
27,3,Right,Shoe
12,1,Right,Shoe
17,14,Left,Shoe
21,14,Left,Shoe
27,4,Right,Shoe
12,1,Right,Shoe
20,8,Left,Shoe
26,4,Right,Shoe
26,3,Right,Shoe
39,7,Left,Shoe
10,2,Left,Shoe
15,6,Left,Shoe
24,10,Right,Shoe
26,3,Right,Shoe
27,5,Right,Shoe
29,9,Left,Shoe
12,1,Left,Shoe
17,7,Left,Shoe
23,10,Left,Shoe
27,2,Right,Shoe
27,15,Right,Shoe
39,15,Left,Shoe
12,1,Left,Shoe
24,15,Right,Shoe
24,10,Left,Shoe
27,3,Right,Shoe
42,10,Left,Shoe
12,1,Left,Shoe
16,6,Left,Shoe
22,7,Left,Shoe
12,8,Left,Shoe
23,12,Left,Shoe
27,2,Right,Shoe
41,20,Left,Shoe
12,1,Left,Shoe
16,4,Left,Shoe
23,5,Left,Shoe
27,1,Right,Shoe
25,10,Right,Shoe
39,10,Left,Shoe
41,8,Left,Shoe
12,1,Left,Shoe
16,4,Left,Shoe
22,5,Left,Shoe
25,2,Right,Shoe
26,8,Right,Shoe
27,1,Right,Shoe
9,2,Left,Shoe
10,1,Left,Shoe
26,1,Right,Shoe
12,1,Left,Shoe
16,4,Left,Shoe
23,4,Left,Shoe
25,2,Right,Shoe
25,4,Right,Shoe
27,1,Right,Shoe
12,1,Left,Shoe
26,2,Right,Shoe
12,1,Left,Shoe
16,5,Left,Shoe
23,5,Left,Shoe
25,5,Right,Shoe
25,20,Right,Shoe
27,2,Right,Shoe
12,1,Left,Shoe
16,10,Left,Shoe
23,15,Left,Shoe
25,2,Right,Shoe
26,20,Right,Shoe
27,1,Right,Shoe
38,20,Left,Shoe
12,2,Left,Shoe
17,6,Left,Shoe
23,8,Left,Shoe
27,2,Right,Shoe
27,15,Right,Shoe
12,1,Left,Shoe
16,5,Left,Shoe
23,6,Left,Shoe
24,11,Right,Shoe
39,8,Left,Shoe
12,1,Left,Shoe
16,5,Left,Shoe
20,10,Left,Shoe
22,10,Left,Shoe
28,2,Right,Shoe
28,15,Right,Shoe
38,10,Left,Shoe
12,1,Left,Shoe
16,5,Left,Shoe
26,2,Right,Shoe
27,7,Right,Shoe
12,1,Left,Shoe
16,8,Left,Shoe
21,7,Left,Shoe
23,6,Left,Shoe
24,6,Left,Shoe
26,10,Right,Shoe
30,1,Right,Shoe
12,2,Left,Shoe
16,8,Left,Shoe
24,10,Left,Shoe
27,3,Right,Shoe
46,1,Left,Shoe
12,2,Left,Shoe
16,8,Left,Shoe
23,8,Left,Shoe
40,11,Left,Shoe
11,1,Left,Shoe
16,4,Left,Shoe
23,5,Left,Shoe
26,7,Right,Shoe
26,3,Right,Shoe
27,3,Right,Shoe
40,8,Left,Shoe
12,1,Left,Shoe
16,5,Left,Shoe
19,10,Left,Shoe
22,10,Left,Shoe
27,1,Right,Shoe
