LDist,Dist,LorR,Type
26,1,Left,Cloth
49,4,Right,Cloth
1,1,Right,Cloth
17,10,Right,Cloth
24,8,Left,Cloth
25,4,Left,Cloth
41,12,Left,Cloth
49,5,Right,Cloth
1,1,Right,Cloth
23,12,Right,Cloth
18,7,Right,Cloth
24,6,Left,Cloth
25,3,Left,Cloth
25,6,Right,Cloth
36,1,Right,Cloth
40,10,Left,Cloth
45,1,Left,Cloth
50,5,Right,Cloth
41,2,Right,Eyeglasses
41,6,Right,Eyeglasses
40,4,Right,Eyeglasses
40,2,Right,Eyeglasses
38,2,Right,Eyeglasses
41,2,Right,Eyeglasses
37,4,Right,Eyeglasses
41,2,Right,Eyeglasses
17,7,Right,Eyeglasses
14,2,Right,Eyeglasses
16,5,Right,Eyeglasses
14,1,Right,Eyeglasses
17,5,Right,Eyeglasses
17,5,Right,Eyeglasses
16,3,Right,Eyeglasses
17,5,Right,Eyeglasses
16,7,Right,Eyeglasses
42,3,Left,Eyeglasses
17,10,Right,Eyeglasses
47,15,Right,Eyeglasses
47,1,Right,Eyeglasses
17,6,Right,Eyeglasses
17,4,Right,Eyeglasses
13,2,Right,Eyeglasses
42,5,Right,Eyeglasses
40,3,Right,Eyeglasses
41,2,Right,Eyeglasses
41,3,Right,Eyeglasses
48,1,Left,Eyeglasses
41,2,Right,Eyeglasses
41,3,Right,Eyeglasses
41,2,Right,Eyeglasses
41,2,Right,Eyeglasses
41,1,Right,Eyeglasses
41,2,Right,Eyeglasses
41,3,Right,Eyeglasses
41,3,Right,Eyeglasses
41,1,Right,Eyeglasses
41,2,Right,Eyeglasses
41,1,Right,Eyeglasses
41,2,Right,Eyeglasses
49,1,Left,Eyeglasses
12,1,Left,Eyeglasses
41,1,Right,Eyeglasses
34,1,Right,Eyeglasses
41,2,Right,Eyeglasses
20,3,Right,Eyeglasses
34,13,Right,Eyeglasses
41,1,Right,Eyeglasses
42,1,Right,Eyeglasses
35,8,Left,Eyeglasses
41,2,Right,Eyeglasses
41,2,Right,Eyeglasses
41,2,Right,Eyeglasses
12,1,Left,Shoe
14,5,Left,Shoe
44,3,Left,Shoe
12,3,Left,Shoe
11,1,Left,Shoe
12,1,Right,Shoe
36,1,Right,Shoe
12,2,Left,Shoe
16,10,Left,Shoe
11,1,Left,Shoe
11,1,Left,Shoe
17,5,Left,Shoe
26,2,Right,Shoe
8,2,Left,Shoe
16,5,Left,Shoe
16,8,Right,Shoe
26,3,Right,Shoe
11,2,Left,Shoe
11,2,Left,Shoe
13,1,Left,Shoe
12,1,Left,Shoe
12,1,Left,Shoe
10,2,Left,Shoe
36,1,Right,Shoe
12,1,Left,Shoe
12,0.5,Right,Shoe
19,8,Left,Shoe
27,3,Right,Shoe
27,5,Right,Shoe
29,11,Right,Shoe
37,6,Left,Shoe
10,1,Right,Shoe
30,10,Left,Shoe
12,1,Right,Shoe
19,10,Left,Shoe
27,3,Right,Shoe
27,6,Right,Shoe
12,1,Right,Shoe
26,3,Right,Shoe
27,5,Right,Shoe
12,1,Right,Shoe
20,12,Left,Shoe
26,7,Right,Shoe
27,2,Right,Shoe
20,6,Left,Shoe
27,2,Right,Shoe
27,4,Right,Shoe
12,1,Right,Shoe
19,4,Left,Shoe
27,2,Right,Shoe
36,4,Left,Shoe
12,1,Right,Shoe
19,6,Left,Shoe
27,1,Right,Shoe
27,3,Right,Shoe
12,1,Right,Shoe
22,4,Left,Shoe
26,2,Right,Shoe
28,12,Right,Shoe
38,9,Left,Shoe
12,1,Right,Shoe
20,10,Left,Shoe
26,5,Right,Shoe
26,6,Right,Shoe
28,20,Right,Shoe
37,10,Left,Shoe
12,1,Right,Shoe
21,5,Left,Shoe
26,2,Right,Shoe
26,3,Right,Shoe
12,1,Right,Shoe
20,10,Left,Shoe
26,3,Right,Shoe
26,2,Right,Shoe
38,5,Left,Shoe
12,1,Right,Shoe
26,5,Right,Shoe
26,3,Right,Shoe
38,10,Left,Shoe
12,1,Right,Shoe
20,5,Left,Shoe
37,5,Left,Shoe
12,1,Right,Shoe
19,10,Left,Shoe
27,5,Right,Shoe
27,7,Right,Shoe
37,20,Left,Shoe
12,12,Right,Shoe
26,3,Right,Shoe
38,25,Left,Shoe
12,0,Right,Shoe
18,4,Left,Shoe
25,1,Right,Shoe
26,2,Right,Shoe
38,4,Left,Shoe
12,1,Right,Shoe
19,6,Left,Shoe
27,2,Right,Shoe
27,4,Right,Shoe
39,7,Left,Shoe
12,1,Right,Shoe
21,8,Left,Shoe
24,7,Left,Shoe
27,2,Right,Shoe
27,4,Right,Shoe
29,12,Right,Shoe
38,9,Left,Shoe
12,1,Right,Shoe
20,5,Left,Shoe
27,2,Right,Shoe
27,3,Right,Shoe
29,8,Right,Shoe
38,5,Left,Shoe
12,1,Right,Shoe
20,7,Left,Shoe
27,2,Right,Shoe
27,3,Right,Shoe
12,1,Right,Shoe
20,12,Left,Shoe
26,2,Right,Shoe
26,3,Right,Shoe
28,20,Right,Shoe
37,7,Left,Shoe
12,1,Right,Shoe
20,13,Left,Shoe
24,13,Left,Shoe
26,7,Right,Shoe
26,3,Right,Shoe
39,10,Right,Shoe
49,7,Right,Shoe
12,1,Right,Shoe
19,15,Left,Shoe
26,5,Right,Shoe
26,7,Right,Shoe
28,20,Right,Shoe
35,15,Left,Shoe
12,1,Right,Shoe
20,9,Left,Shoe
26,6,Right,Shoe
26,2,Right,Shoe
38,8,Right,Shoe
7,1,Left,Shoe
20,5,Left,Shoe
26,3,Right,Shoe
26,2,Right,Shoe
38,7,Left,Shoe
12,1,Right,Shoe
20,9,Left,Shoe
27,3,Right,Shoe
29,15,Right,Shoe
12,1,Right,Shoe
20,5,Left,Shoe
27,1,Right,Shoe
27,2,Right,Shoe
38,5,Left,Shoe
12,1,Right,Shoe
20,7,Left,Shoe
27,2,Right,Shoe
37,5,Left,Shoe
12,1,Right,Shoe
20,8,Left,Shoe
26,2,Right,Shoe
26,3,Right,Shoe
28,17,Right,Shoe
12,1,Right,Shoe
20,8,Left,Shoe
26,2,Right,Shoe
26,4,Right,Shoe
12,2,Right,Shoe
12,1,Right,Shoe
12,1,Right,Shoe
20,4,Left,Shoe
26,2,Right,Shoe
26,3,Right,Shoe
37,4,Left,Shoe
12,1,Right,Shoe
19,2,Left,Shoe
24,4,Left,Shoe
26,1,Right,Shoe
26,2,Right,Shoe
38,3,Left,Shoe
20,5,Left,Shoe
26,2,Right,Shoe
12,1,Right,Shoe
21,4,Left,Shoe
27,3,Right,Shoe
27,4,Right,Shoe
12,1,Right,Shoe
20,8,Left,Shoe
27,2,Right,Shoe
27,4,Right,Shoe
38,6,Left,Shoe
12,1,Right,Shoe
19,10,Left,Shoe
26,2,Right,Shoe
26,2,Right,Shoe
12,1,Right,Shoe
20,6,Left,Shoe
23,6,Left,Shoe
26,2,Right,Shoe
38,6,Left,Shoe
12,1,Right,Shoe
19,5,Left,Shoe
27,2,Right,Shoe
27,3,Right,Shoe
12,1,Right,Shoe
17,14,Left,Shoe
21,14,Left,Shoe
27,4,Right,Shoe
12,1,Right,Shoe
20,8,Left,Shoe
26,4,Right,Shoe
26,3,Right,Shoe
39,7,Left,Shoe
10,2,Left,Shoe
15,6,Left,Shoe
24,10,Right,Shoe
26,3,Right,Shoe
27,5,Right,Shoe
29,9,Left,Shoe
12,1,Left,Shoe
17,7,Left,Shoe
23,10,Left,Shoe
27,2,Right,Shoe
27,15,Right,Shoe
39,15,Left,Shoe
12,1,Left,Shoe
24,15,Right,Shoe
24,10,Left,Shoe
27,3,Right,Shoe
42,10,Left,Shoe
12,1,Left,Shoe
16,6,Left,Shoe
22,7,Left,Shoe
12,8,Left,Shoe
23,12,Left,Shoe
27,2,Right,Shoe
41,20,Left,Shoe
12,1,Left,Shoe
16,4,Left,Shoe
23,5,Left,Shoe
27,1,Right,Shoe
25,10,Right,Shoe
39,10,Left,Shoe
41,8,Left,Shoe
12,1,Left,Shoe
16,4,Left,Shoe
22,5,Left,Shoe
25,2,Right,Shoe
26,8,Right,Shoe
27,1,Right,Shoe
9,2,Left,Shoe
10,1,Left,Shoe
26,1,Right,Shoe
12,1,Left,Shoe
16,4,Left,Shoe
23,4,Left,Shoe
25,2,Right,Shoe
25,4,Right,Shoe
27,1,Right,Shoe
12,1,Left,Shoe
26,2,Right,Shoe
12,1,Left,Shoe
16,5,Left,Shoe
23,5,Left,Shoe
25,5,Right,Shoe
25,20,Right,Shoe
27,2,Right,Shoe
12,1,Left,Shoe
16,10,Left,Shoe
23,15,Left,Shoe
25,2,Right,Shoe
26,20,Right,Shoe
27,1,Right,Shoe
38,20,Left,Shoe
12,2,Left,Shoe
17,6,Left,Shoe
23,8,Left,Shoe
27,2,Right,Shoe
27,15,Right,Shoe
12,1,Left,Shoe
16,5,Left,Shoe
23,6,Left,Shoe
24,11,Right,Shoe
39,8,Left,Shoe
12,1,Left,Shoe
16,5,Left,Shoe
20,10,Left,Shoe
22,10,Left,Shoe
28,2,Right,Shoe
28,15,Right,Shoe
38,10,Left,Shoe
12,1,Left,Shoe
16,5,Left,Shoe
26,2,Right,Shoe
27,7,Right,Shoe
12,1,Left,Shoe
16,8,Left,Shoe
21,7,Left,Shoe
23,6,Left,Shoe
24,6,Left,Shoe
26,10,Right,Shoe
30,1,Right,Shoe
12,2,Left,Shoe
16,8,Left,Shoe
24,10,Left,Shoe
27,3,Right,Shoe
46,1,Left,Shoe
12,2,Left,Shoe
16,8,Left,Shoe
23,8,Left,Shoe
40,11,Left,Shoe
11,1,Left,Shoe
16,4,Left,Shoe
23,5,Left,Shoe
26,7,Right,Shoe
26,3,Right,Shoe
27,3,Right,Shoe
40,8,Left,Shoe
12,1,Left,Shoe
16,5,Left,Shoe
19,10,Left,Shoe
22,10,Left,Shoe
27,1,Right,Shoe
26,10,Right,Shoe
12,2,Left,Shoe
16,3,Left,Shoe
23,4,Left,Shoe
23,3,Right,Shoe
23,6,Right,Shoe
27,2,Right,Shoe
12,2,Left,Shoe
16,20,Left,Shoe
22,32,Left,Shoe
27,5,Right,Shoe
12,1,Left,Shoe
16,7,Left,Shoe
22,10,Left,Shoe
27,2,Right,Shoe
12,1,Left,Shoe
16,5,Left,Shoe
23,6,Left,Shoe
27,2,Right,Shoe
27,10,Right,Shoe
38,10,Left,Shoe
12,1,Left,Shoe
11,1,Left,Shoe
16,4,Left,Shoe
23,5,Left,Shoe
26,6,Right,Shoe
12,1,Left,Shoe
24,10,Left,Shoe
25,15,Right,Shoe
27,2,Right,Shoe
12,1,Left,Shoe
16,5,Left,Shoe
27,2,Right,Shoe
12,7,Left,Shoe
16,8,Left,Shoe
23,15,Left,Shoe
26,15,Right,Shoe
27,3,Right,Shoe
12,2,Left,Shoe
16,6,Left,Shoe
13,2,Left,Shoe
22,10,Left,Shoe
12,2,Left,Shoe
16,10,Left,Shoe
23,10,Left,Shoe
12,1,Left,Shoe
16,5,Left,Shoe
23,6,Left,Shoe
25,10,Right,Shoe
25,2,Right,Shoe
27,1,Right,Shoe
12,1,Left,Shoe
17,5,Left,Shoe
26,1,Right,Shoe
12,1,Left,Shoe
16,5,Left,Shoe
23,6,Left,Shoe
25,15,Right,Shoe
27,2,Left,Shoe
37,7,Left,Shoe
7,1,Left,Shoe
16,3,Left,Shoe
12,2,Left,Shoe
17,10,Left,Shoe
22,10,Left,Shoe
24,15,Right,Shoe
12,2,Left,Shoe
17,5,Left,Shoe
25,9,Right,Shoe
24,8,Left,Shoe
24,5,Right,Shoe
27,3,Right,Shoe
12,2,Left,Shoe
15,6,Left,Shoe
22,10,Left,Shoe
27,13,Right,Shoe
27,2,Right,Shoe
11,1,Left,Shoe
16,3,Left,Shoe
25,1,Right,Shoe
25,5,Right,Shoe
27,1,Right,Shoe
12,1,Left,Shoe
15,5,Left,Shoe
25,6,Right,Shoe
27,2,Right,Shoe
12,1,Left,Shoe
16,5,Left,Shoe
23,6,Left,Shoe
25,4,Right,Shoe
26,8,Right,Shoe
27,2,Right,Shoe
12,2,Left,Shoe
17,8,Left,Shoe
25,6,Right,Shoe
26,14,Right,Shoe
23,8,Left,Shoe
12,1,Left,Shoe
16,4,Left,Shoe
20,7,Left,Shoe
23,6,Left,Shoe
24,8,Right,Shoe
25,2,Right,Shoe
26,2,Right,Shoe
12,1,Left,Shoe
16,5,Left,Shoe
24,6,Left,Shoe
25,1,Left,Shoe
26,8,Right,Shoe
12,1,Left,Shoe
16,8,Left,Shoe
23,8,Left,Shoe
26,16,Right,Shoe
27,2,Right,Shoe
39,12,Left,Shoe
12,1,Left,Shoe
16,6,Left,Shoe
26,10,Right,Shoe
16,4,Left,Shoe
21,5,Left,Shoe
24,4,Left,Shoe
25,2,Right,Shoe
27,5,Right,Shoe
28,2,Right,Shoe
41,5,Left,Shoe
12,2,Left,Shoe
17,8,Left,Shoe
28,14,Right,Shoe
12,4,Right,Shoe
16,6,Right,Shoe
19,10,Right,Shoe
22,8,Left,Shoe
17,12,Right,Shoe
8,3,Left,Shoe
14,6,Left,Shoe
35,4,Left,Shoe
42,5,Right,Shoe
47,5,Left,Shoe
12,1,Left,Shoe
17,4,Left,Shoe
26,3,Right,Shoe
26,7,Right,Shoe
27,2,Right,Shoe
12,1,Left,Shoe
17,8,Left,Shoe
24,10,Left,Shoe
26,14,Right,Shoe
26,5,Right,Shoe
27,2,Right,Shoe
12,1,Left,Shoe
15,4,Left,Shoe
27,1,Right,Shoe
12,1,Left,Shoe
16,9,Left,Shoe
22,17,Left,Shoe
23,13,Left,Shoe
25,20,Right,Shoe
27,1,Right,Shoe
12,2,Left,Shoe
16,8,Left,Shoe
23,10,Left,Shoe
27,5,Right,Shoe
12,4,Left,Shoe
15,14,Left,Shoe
23,12,Left,Shoe
12,1,Left,Shoe
16,5,Left,Shoe
20,9,Left,Shoe
23,7,Left,Shoe
26,4,Right,Shoe
28,3,Right,Shoe
28,10,Right,Shoe
38,20,Left,Shoe
38,8,Left,Shoe
